Colors,Description,Flowers,Image,Misc items,Name,type_id,Used,
"Coral  , Baby pink , Emerald green","Monstera leaves, palm leaves, calla lily, clear bud vase",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1639511407447x765024360907570800.png,,Tropical bud vase,Short Arrangement,2,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1639511569699x689691614331967700.png,,,,0,
"Coral  , Emerald green , White","Coral roses, white roses, coral calla lilies, white calla lilies, tropical greenery, golden compote vase",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1639512580358x616284530920791600.png,,Coral tropical short centrepiece,Short Arrangement,0,
"White , Pale Pink","Light pink calla lilies, light pink orchids, white orchids, dried palm leaves, bleached greenery",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1639512855741x781968292365573800.png,,"Calla lilies, orchids bridal bouquet",Bridal Bouquet,1,
"White , Pale Pink","Dusty pink roses, light pink roses, dusty pink calla lilies, dusty pink carnations, light pink stock flowers.",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1639513003406x467815284792056900.png,,Dusty pink bridal bouquet,Bridal Bouquet,1,
White,"White calla lilies, white peonies, bleached greeenery, white stock flowers",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1639513139234x369270544552700900.png,,White calla lilies bridal bouquet,Bridal Bouquet,7,
"White , Emerald green","Tropical circle arch with white flowers and a hint of boho: white calla lilies, white roses, tropical greenery, golden circle arch",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1639513807212x434522490605856900.png,,Tropical circle arch with white flowers and a hint of boho,Arch,0,
Emerald green,"Fern greenery, plastic plate",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1639515393542x222230913348258100.png,,Tropical greenery floor centerpiece,Aisle,0,
"White , Baby pink , Pale Pink , Blush pink , Sage green",Garland with white flowers with a hint of pink and greenery,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1639681883839x339333833158928830.png,,White flowers with a hint of pink,Welcome sign,9,
,Smaller version of the bridal bouquet,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1639684765509x966059752810742900.png,,Bridesmaid bouquet,Bridesmaids Bouquet,0,
,Smaller version of the bridal bouquet,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1639684863890x960390625234602100.png,,Bridesmaid bouquet,Bridesmaids Bouquet,3,
,Smaller version of the bridal bouquet,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1639684998771x759548244280442900.png,,Bridesmaid bouquet,Bridesmaids Bouquet,11,
,Smaller version of the bridal bouquet,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1639685128374x291430667810002940.png,,Bridesmaid bouquet,Bridesmaids Bouquet,10,
,Smaller version of the bridal bouquet,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1639686037487x246494957417373150.png,,Tropical bridesmaid bouquet,Bridesmaids Bouquet,1,
"Pale Pink , White , Coral pink , Green , Pink peach","Dusty pink hydrangea, mauve and white roses, dusty pink stock flowers, greenery, plastic plate",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1639686752033x345452385892711230.png,,Mauve and dusty pink aisle floor centerpieces,Aisle,1,
"Champagne , Burgundy , Wine Red , Pink peach",Fall vibe bridal bouquet,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1640026901071x866951306765038700.png,,Fall vibe bridal bouquet,Bridal Bouquet,0,
"White , Blush pink , Dark green","White roses, blush roses, blush orchids, greenery, plastic plate.",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1640027004464x833294136863313800.png,,White and blush short centerpiece,Short Arrangement,0,
"White , Blush pink , Green","White, blush, rust roses garland with s hint of greenery",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1640029933763x836438056861613400.png,,Sweetheart table garland,Sweetheart Table,9,
"White , Burgundy , Wine Red , Blush pink , Cream","Burgundy Dahlias, blush quicksand roses, white stock, burgundy astilbe, white ranunculus, spray roses, lusianths",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1640143927448x772139985604645400.png,,Burgundy with Blush and touch of white white greenery ,Bridesmaids Bouquet,2,
"White , Wine Red , Dark green , Green",Flowers and greenery garlands for swing ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1640145781824x469555098315922700.png,,Swing Flowers ,Welcome sign,1,
"White , Cream , Ivory , Light Beige","Boho style bouquet with pampas, roses, dry itallian ruscus, astilbe dry",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1640199767255x967613411272284000.png,,White and Beige boho bouquet,Bridesmaids Bouquet,6,
"White , Cream , Ivory , Oatmeal","Boho Chandelier with pampas grass, white and beige dry ingredients, beige roses, white roses, babies breath dry",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1640240383728x162920243899854500.png,,Boho Chandelier,Elevated,1,
,,,,,,Arch,0,
,,,,,,Tall Arrangement,0,
"Mauve , Burgundy , Green","Mauve and Burgudy Chuppah decor with structure included. mixture of roses, ranunculus, garden roses, whimsy greenery with splashes of burgundy colors with spray roses and itallian ruscus greenery elements","Itallian Ruscus  , amnesia rose , Eucalyptus Gunii  , Quicksand Rose , Sweet Escimo , Burgundy Scabiosa  , Burgundy lisianthus , Oceansong Rose",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1640668518520x796817422538876900.png,,White chuppah ,Choppas,0,
"Blush pink , Burgundy , Dark dusty blue , Emerald green , Sage green , Cream","Garden roses, greenery, stock flowers tall 24 inches centerpiece ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1640669769455x181228609217808350.png,,Mauve and burgundy Centerpiece ,Tall Arrangement,0,
"Burgundy , Sage green , Mauve","compote style vase with Hearts roses, sweet Eskimo roses, quicksand roses ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1640669920822x738957164810295600.png,,Burgundy and roses ,Short Arrangement,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1640669924443x599841679646177800.png,,,,0,
White,"Set of two Aisle columns 36inch tall and 28 inches tall 
White Acrylic Columns Can be paired with sets or you can get 2 36 inches. Make Notes. ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1640670410120x993643578423059100.png,,White Column set of two ,Aisle,3,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1640670720843x615053243748874200.jpg,,,,0,
"Mauve , Burgundy","Mauve roses
Burgundy roses, greenery 24 inch tall vase ","amnesia rose , Quicksand Rose , Sweet Escimo , Burgundy Hearts rose , Burgundy Scabiosa  , Oceansong Rose",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1640670883227x957647864274142600.png,,Mauve and burgundy tall centerpiece ,Tall Arrangement,0,
,,,,,,Bridal Bouquet,0,
,,,,,Megan Bouquet,Bridal Bouquet,0,
,Baby's Breath Bouquet,,,,,Bridesmaids Bouquet,0,
,Canopy white structure over 25 ft table with white flower and greenery and chiffon drapes from the sides.,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1641184633842x808930600731748700.png,,White Canopy with ceiling lights with 1 Side and 1 top part covered with flowersd ,Choppas,1,
"White , Dark green , Emerald green","Garland with white roses, white dahlias, ranunculus, smilax greenery, itallian, spray roses. ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1641185036152x986176366725200400.jpg,,16 Ft Flower Runner ,Garland,6,
"White , Dark green , Green","White ranunculus, white garden roses, white spray roses with touches of greenery. ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1641331991026x690094927609187000.png,,White And green ,Bridal Bouquet,8,
"White , Blush pink , Pale apricot , Cream","Added beads, 32 inch tall centerpiece with roses, hydrangeas ranunculus and greenery in cream and white colors ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1641335224691x318356903439600960.png,,32 inches centerpiece with gold rectangular stands ,Tall Arrangement,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1641340730493x191633070287278820.jpg,,,,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1641445307590x296857107515401600.png,,,,0,
"White , Cream , Ivory , Light Beige","pampas grass, orchids, white roses, ranunculus, ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1641445656998x382616072733079200.png,,2 Centerpices in boho design ,Arch,0,
,ideas for colours. and style,,,,,Boutonnieres,0,
,colours and ideas. unsure if the image shows on your side,,,,colour ideas,Boutonnieres,0,
,,,,,AISLE ,Aisle,0,
,,,,,,Aisle,0,
,Babies breath wreath around 3 pillar candles ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1642140544639x740026733567586000.png,,White and Airy aisle piece ,Aisle,1,
White,"White roses, stock flowers, white spray roses, babies breath",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1642141456024x210218820895475840.png,,White Compote style centerpiece ,Short Arrangement,1,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1642141770784x434859724609578700.png,,White on Black cake decor ,Wedding cake,1,
White,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1642482066168x907668854476255200.jpeg,,wild blue and white Bouquet ,Bridal Bouquet,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1642482103228x217876728045467650.jpeg,,,Bridesmaids Bouquet,0,
"Sage green , White , Blush pink , Pale green","Gazebo covered with flowers (front Part) with white roses, quicksand roses, sweet Eskimo roses, greenery touches ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1642527770451x237212502167534880.jpg,,Fully Flowers Covered Front Gazeebo,Arch,0,
"Ivory , Baby pink , Blush pink , White","compote style vase with flowers and greenery blush ranunculus, white ranunculus, greenery ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1642482195257x570739829459825800.jpeg,,compote style vase blush and white centerpiece ,Short Arrangement,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1642482219904x631858792349735700.jpeg,,,Boutonnieres,0,
,,,,,,Sweetheart Table,0,
White,white orchids with roses cascading style ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1642546004982x518260141159635260.png,,Cascading Orchids with babies breath ,Bridal Bouquet,0,
White,2 stands of babies breath designed in clouds ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1642546485547x759786494811798500.png,,2 babies breath clouds stands ,Arch,2,
White,Arrangement with white babies breath and white roses floor piece for an aisle ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1642546773067x519564376029074400.png,,Babies Breath with roses aisle piece ,Aisle,3,
White,Light And airy centerpiece ,"Babies Breath , white stephanotis",https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1642546913019x848902740932562200.png,,White and airy  babies breath centerpiece ,Short Arrangement,2,
White,White and Airy Runner with black 6 tapered candles 8 ft long ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1642547045311x607389400634066000.png,,White Florals Runner with black candles ,Garland,4,
White,Babies breath with roses and amarylis decor floor pieces 10 ft long ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1642547382329x537474171828967500.png,,babies breath with roses head table decor ,Sweetheart Table,1,
White,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1642547564739x753942059348924800.png,,babies breath sign decor 8ft long 3 ft wide ,Welcome sign,3,
White,Babies breath with black candle ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1642552048524x904256250265739000.jpg,,Babies Breath With candle Cocktail Centerpiece ,Cocktail table,8,
"Blush pink , Pale apricot , Light Beige , Light Terracotta","Rust roses, cappuccino roses, quicksand roses, vendella roses ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1642553531419x893449050987862200.png,,Nude with Rust ,Bridal Bouquet,6,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1642553535441x600359133513070200.png,,,,0,
"White , Blush pink , Cream , Light Beige","Tropical dry leaves, pampas grass, roses, ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1642554721306x822281187209650200.png,,Aisle floor Boho centerpiece ,Aisle,0,
"White , Cream , Ivory",Dry tropical leaves with white and cream  florals 8 ft garlands ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1642554913702x979169929369026300.png,,Dry tropical leaves with white florals garland ,Garland,2,
,"Greenery, creams, ""wildflowers""",,,,Bridal Bouquet,Bouquet,0,
,baby breath over/below the sign with draping greenery,,,,Welcome sign,Welcome sign,0,
,greenery and baby's breath or minimal flowers,,,,,Altar Half-circle,0,
,"eucalyptus, olive and/or willow leaves",,,,Garland,Garland,0,
,,,,,,Garland,0,
"White , Blush pink , Cream , Ivory",Blush and ivory roses with dry ingredients ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1643044304004x648371553587623600.png,,Blush and white Boho style centerpiece ,Short Arrangement,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1643044415301x464680992900315970.jpg,,,,0,
Dark Terracotta,Burgundy spray roses with touches of greenery boutonnières ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1643068250647x221302942608708540.jpg,,Burgundy Spray Boutonnière ,Boutonnieres,1,
,Burgundy cake flowers with little touches of navy berries and blush florals ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1643068523861x931225211598210700.jpg,,Burgundy with navy and touch of blush ,Wedding cake,1,
Burgundy,Burgundy Florals for the cake cascading ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1643068722429x474805373043087040.png,,Burgundy Flowers Cake ,Wedding cake,0,
Burgundy,"Burgundy roses,. spray roses, silver dollar, seeded eucalyptus ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1643070819383x307128633728521300.png,,Burgundy florals and greenery arrangement ,Welcome sign,0,
"White , Sage green , Green",9/9 ft chuppah covered with greenery and floral with tightly covered with chiffon top. ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1643072275103x794149506565579000.png,,9ft/9ft tall white florals and greenery chuppah ,Choppas,1,
White,White florals draping over the greenery hedge ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1643072904952x336606445677546400.png,,Greenery hedge corner florals and covered top slightly  10 ft ,Welcome sign,3,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1643131469919x560489864366722240.jpg,,Hairs,Arch,0,
,,Lunaria,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1643147244416x660058563928883200.png,,,,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1643222622597x697579238794599400.png,,Shay,Bridal Bouquet,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1643222731557x637150805259391500.png,,Arch,Arch,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1643222775655x914796784263315100.png,,Arch 2,Arch,0,
,,,,,Centerpiece ,Short Arrangement,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1643223022110x367747846863864200.png,,Cake option 1 ,Wedding cake,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1643223169994x104093255076048270.png,,Arch ,Arch,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1643223238613x481722108169030850.jpeg,,Welcome Sign,Short Arrangement,0,
,"Welcome Sign Boho florals with dried palm leaves, pampas grass, dried ferns,. dried itallian ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1643223283103x937599418766188500.png,,Boho Welcome Sign Arrangement ,Welcome sign,1,
